N_inventaire,Rue,N_rue,Nom_site,Arrondissement,Ville,Latitude_x,Longitude_y,Support,Couleur,Taille,Date_prise_vue,Photographe,Date_construction,Architecte,Classement_MH,Généralité_architecture,Mot_cle1,Mot_cle2,Mot_cle3,Mot_cle4,Mot_cle5,Mot_cle6,Cote_base,Cote_classement,Date_inventaire
2506,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,15x10 cm,1994,"LEFRANT, D.",,,OUI,GENIE CIVIL,PENDANT_RESTAURATION,SOUS-SOL,VOÛTE,CHANTIER_JEUNES,VIE_ASSOCIATION,,,A513,2019/11/15
2507,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,15x10 cm,1994,"LEFRANT, D.",,,OUI,GENIE CIVIL,PENDANT_RESTAURATION,SOUS-SOL,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A513,2019/11/15
2508,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2509,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2510,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2511,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2512,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2513,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2514,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2515,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2516,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2517,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2518,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2519,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2520,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2521,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2522,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2523,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2524,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2525,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2526,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2527,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2528,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x14 cm,1994,"LEFRANT, D.",1845,,OUI,HÔTEL_PARTICULIER,CHANTIER_JEUNES,VIE_ASSOCIATION,BÉNÉVOLES,,,,,A513,2019/11/19
2529,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,JARDINS_EAUX,SOUS-SOL,,,,,,,A513,2019/11/22
2530,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,JARDINS_EAUX,SOUS-SOL,,,,,,,A513,2019/11/22
2531,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,JARDINS_EAUX,SOUS-SOL,,,,,,,A513,2019/11/22
2532,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,JARDINS_EAUX,SOUS-SOL,PENDANT_RESTAURATION,,,,,,A513,2019/11/22
2533,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,JARDINS_EAUX,SOUS-SOL,PENDANT_RESTAURATION,,,,,,A513,2019/11/22
2534,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2535,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2536,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2537,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2538,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,FAÇADE,PENDANT_RESTAURATION,CHIEN ASSIS,VIE_ASSOCITAION,CHANTIER_JEUNES,,,A513,2019/11/22
2539,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,COUR,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2540,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,COUR,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2541,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,ESCALIER,VIE_ASSOCITAION,CHANTIER_JEUNES,,,A513,2019/11/22
2542,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,ESCALIER,VIE_ASSOCITAION,CHANTIER_JEUNES,,,A513,2019/11/22
2543,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2544,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2545,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2546,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,ESCALIER,VIE_ASSOCITAION,CHANTIER_JEUNES,,,A513,2019/11/22
2547,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2548,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2549,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,A513,2019/11/22
2550,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,COUR,PENDANT_RESTAURATION,FAÇADE,VIE_ASSOCITAION,CHANTIER_JEUNES,,,A513,2019/11/22
2551,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,COUR,PENDANT_RESTAURATION,PORTE,VIE_ASSOCITAION,CHANTIER_JEUNES,,,A513,2019/11/22
2552,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GÉNIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2553,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,,A513,2019/11/22
2554,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GENIE_CIVIL,SOUS-SOL,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2555,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GENIE_CIVIL,COUR,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2556,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,,,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,A513,2019/11/22
2557,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,GENIE_CIVIL,VUE_ENSEMBLE,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,A513,2019/11/22
2558,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,A513,2019/11/22
2559,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,,PENDANT_RESTAURATION,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,A513,2019/11/22
2560,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,,A513,2019/11/22
2561,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,,A513,2019/11/22
2562,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,,A513,2019/11/22
2563,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,"LEFRANT, D.",XVIIè,,NON,,VIE_ASSOCITAION,CHANTIER_JEUNES,,,,,,A513,2019/11/22
2564,"PALAIS, BOULEVARD DU",4,PALAIS_DE_JUSTICE,1,PARIS,48.85566,2.34589,DIAPOSITIVE,COULEUR,4x4 cm,1985/10,INCONNU,,,OUI,PRIVÉE,FAÇADE,BALCON,COLONNE,GRILLE,,,,A508,2019/11/17
2565,"PALAIS, BOULEVARD DU",8,SAINTE_CHAPELLE,1,PARIS,48.85513,2.34531,DIAPOSITIVE,COULEUR,4x4 cm,1985/10,INCONNU,,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,FAÇADE,FRONTON,PORTAIL,SCULPTURE,,,,A508,2019/11/17
2566,"PALAIS, BOULEVARD DU",8,SAINTE_CHAPELLE,1,PARIS,48.85513,2.34531,DIAPOSITIVE,COULEUR,4x4 cm,1985/10,INCONNU,,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,PILASTRES,FRONTON,VITRAUX,CLOCHER,TOIT,,,A508,2019/11/17
2567,"PALAIS ROYAL, PLACE DU",,IMMEUBLE,1,PARIS,48.86237,2.33733,DIAPOSITIVE,COULEUR,4x4 cm,1981,INCONNU,,,NON,PRIVÉE,FAÇADE,COMMERCES,BALCON,FERRONNERIE,,,,A508,2019/11/17
2568,"PALAIS ROYAL, PLACE DU",1,PALAIS_ROYAL,1,PARIS,48.8628,2.33727,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,FAÇADE,COLONNE,FRONTON,BALCON,OCULUS,SCULPTURE,,A508,2019/11/17
2569,"PALAIS ROYAL, PLACE DU",1,PALAIS_ROYAL,1,PARIS,48.8628,2.33727,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PRIVÉE,COUR,COLONNE,,,,,,A508,2019/11/17
2570,"MONTPENSIER, RUE DE",,JARDIN_DU_PALAIS_ROYAL,1,PARIS,48.86415,2.33645,DIAPOSITIVE,COULEUR,4x4 cm,1984/05,INCONNU,,,OUI,PRIVÉE,FAÇADE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,,A508,2019/11/17
2571,"MONTPENSIER, RUE DE",,JARDIN_DU_PALAIS_ROYAL,1,PARIS,48.86415,2.33645,DIAPOSITIVE,COULEUR,4x4 cm,1984/05,INCONNU,,,OUI,PRIVÉE,FAÇADE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,,A508,2019/11/17
2572,"MONTPENSIER, RUE DE",,JARDIN_DU_PALAIS_ROYAL,1,PARIS,48.86415,2.33645,DIAPOSITIVE,COULEUR,4x4 cm,1984/05,INCONNU,,,OUI,PRIVÉE,FAÇADE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,,A508,2019/11/17
2573,"PANTHÉON, PLACE DU",12,FACULTÉ_DE_DROIT_DE_PARIS,5,PARIS,48.8468,2.34489,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,PUBLIQUE,FAÇADE,COLONNE,FRONTON,,,,,A508,2019/11/17
2574,"PARC ROYAL, RUE DU",14-16,HÔTEL_DE_BONNEVAL,3,PARIS,48.85892,2.36248,DIAPOSITIVE,COULEUR,4x4 cm,1986/08,INCONNU,,,NON,HÔTEL_PARTICULIER,FAÇADE,FRONTON,SCULPTURE,MASCARONS,COUR,,,A508,2019/11/17
2575,"PARC ROYAL, RUE DU",10,HÔTEL_DE_VIGNY,3,PARIS,48.8587,2.36317,DIAPOSITIVE,COULEUR,4x4 cm,1986/08,INCONNU,,,NON,HÔTEL_PARTICULIER,FAÇADE,FRONTON,COUR,,,,,A508,2019/11/17
2576,"PARADIS, RUE DE",30bis-32,IMMEUBLE,10,PARIS,48.87529,2.35169,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,GRILLE,,,,,,A508,2019/11/17
2577,"PARC ROYAL, RUE DU",16,HÔTEL_DE_BONNEVAL,3,PARIS,48.8589,2.36257,DIAPOSITIVE,COULEUR,4x4 cm,1970/11,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,FRONTON,SCULPTURE,MASCARONS,STATUE,,,A508,2019/11/22
2578,"PARC ROYAL, RUE DU",10,HÔTEL_DE_VIGNY,3,PARIS,48.8587,2.36317,DIAPOSITIVE,COULEUR,4x4 cm,1970/11,INCONNU,,,NON,HÔTEL_PARTICULIER,FAÇADE,VUE_ENSEMBLE,JARDIN,,,,,A508,2019/11/22
2579,"PERLE, RUE DE LA",1,HÔTEL_LIBÉRAL_BRUANT,3,PARIS,48.8592,2.36196,DIAPOSITIVE,COULEUR,4x4 cm,1979/02,INCONNU,,,OUI,HÔTEL_PARTICULIER,CHANTIER,LUCARNE,FAÇADE,FRONTON,PENDANT_RESTAURATION,,,A508,2019/11/22
2580,"PERLE, RUE DE LA",1,HÔTEL_LIBÉRAL_BRUANT,3,PARIS,48.8592,2.36196,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,CHANTIER,LUCARNE,FAÇADE,FRONTON,PORTE,PENDANT_RESTAURATION,,A508,2019/11/22
2581,"PERLE, RUE DE LA",1,HÔTEL_LIBÉRAL_BRUANT,3,PARIS,48.8592,2.36196,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,STATUE,SCULPTURE,FAÇADE,FRONTON,,,,A508,2019/11/22
2582,"PAYENNE, RUE",13,HÔTEL_CHATILLON,3,PARIS,48.85839,2.36241,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,GRILLE,FAÇADE,PORTE,DÉCORATION_EXTÉRIEURE,,,,A508,2019/11/22
2583,"PARC ROYAL, RUE DU",4,HÔTEL_PARTICULIER,3,PARIS,48.85842,2.36375,DIAPOSITIVE,COULEUR,4x4 cm,1970/11,INCONNU,,,NON,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,,,,,,A508,2019/11/22
2584,"PERLE, RUE DE LA",12-18,HÔTEL_SALÉ_(MUSÉE_DU_PICASSO),3,PARIS,48.85976,2.36158,DIAPOSITIVE,COULEUR,4x4 cm,1971/05,INCONNU,,,NON,HÔTEL_PARTICULIER,CHANTIER,PENDANT_RESTAURATION,FAÇADE,,,,,A508,2019/11/22
2585,"PERLE, RUE DE LA",1,HÔTEL_LIBÉRAL_BRUANT,3,PARIS,48.8592,2.36196,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,CHANTIER,LUCARNE,FAÇADE,PENDANT_RESTAURATION,,,,A508,2019/11/22
2586,"PAVÉE, RUE",24,HÔTEL_LAMOIGNON,4,PARIS,48.8568,2.36151,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,TOUR,ARCHITECTURE,,,,,A508,2019/11/22
2587,"SÉVIGNÉ, RUE DE",23,HÔTEL_LE_PELETIER_DE_SAINT_FARGEAU,4,PARIS,48.85715,2.36267,DIAPOSITIVE,COULEUR,4x4 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,JARDIN,COUR,FAÇADE,STATUE,,,,A508,2019/11/22
2588,"PAYENNE, RUE",13,HÔTEL_CHATILLON,3,PARIS,48.85839,2.36241,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,GRILLE,FAÇADE,PORTE,JARDIN,,,,A508,2019/11/22
